rally,ball_round,time,frame_num,player,server,type,aroundhead,backhand,hit_area,hit_x,hit_y,hit_height,lose_reason,win_reason,roundscore_A,roundscore_B,getpoint_player,landing_area,landing_x,landing_y,landing_height
3,18,00:01:01.100000,1833,A,,挑球,,,B1,76,425,2,,,0,2,,C2,104.0,821.0,1.0
3,19,00:01:02.133000,1864,B,,長球,1.0,,C2,104,821,1,,,0,2,,B3,83.0,60.0,1.0
3,20,00:01:03.767000,1913,A,,切球,,,B3,83,60,1,,,0,2,,C2,52.0,760.0,2.0
3,21,00:01:04.567000,1937,B,,放小球,,1.0,C2,52,760,2,,,0,2,,A1,258.0,421.0,2.0
3,22,00:01:05.467000,1964,A,,放小球,,1.0,A1,258,421,2,,,0,2,,A1,261.0,496.0,2.0
3,23,00:01:06.467000,1994,B,,放小球,,,A1,261,496,2,,,0,2,,A1,273.0,469.0,2.0
3,24,00:01:06.667000,2000,B,,掛網球,,,A1,273,469,2,未回擊成功,對手失誤,1,2,A,,,,
4,1,00:01:25.667000,2570,A,1.0,發小球,,1.0,A2,241,283,2,,,1,2,,A1,126.0,625.0,2.0
4,2,00:01:26.533000,2596,B,,挑球,,1.0,A1,126,625,2,,,1,2,,B3,74.0,52.0,2.0
4,3,00:01:27.633000,2629,A,,過渡切球,,,B3,74,52,2,,,1,2,,A1,290.0,575.0,2.0
4,4,00:01:28.433000,2653,B,,放小球,,,A1,290,575,2,,,1,2,,A1,311.0,465.0,2.0
4,5,00:01:29.067000,2672,B,,掛網球,,,A1,311,465,2,未回擊成功,對手失誤,2,2,A,,,,
5,1,00:01:44.700000,3141,A,,發小球,,1.0,A2,214,291,2,,,2,2,,A1,253.0,522.0,2.0
5,2,00:01:45.433000,3163,B,,放小球,,,A1,253,522,2,,,2,2,,A1,173.0,421.0,2.0
5,3,00:01:46.233000,3187,A,,放小球,,1.0,A1,173,421,2,,,2,2,,A1,193.0,499.0,2.0
5,4,00:01:47.067000,3212,B,,挑球,,1.0,A1,193,499,2,,,2,2,,C3,328.0,43.0,1.0
5,5,00:01:48.900000,3267,A,,切球,1.0,,C3,328,43,1,,,2,2,,A2,274.0,674.0,2.0
5,6,00:01:49.400000,3282,B,,放小球,,,A2,274,674,2,,,2,2,,A1,184.0,332.0,2.0
5,7,00:01:50.267000,3308,A,,放小球,,,A1,184,332,2,,,2,2,,A1,286.0,496.0,2.0
5,8,00:01:51.133000,3334,B,,挑球,,,A1,286,496,2,,,2,2,,B2,77.0,94.0,2.0
5,9,00:01:52.300000,3369,A,,平球,,,B2,77,94,2,,,2,2,,C2,86.0,684.0,1.0
5,10,00:01:52.967000,3389,B,,挑球,,1.0,C2,86,684,1,,,2,2,,B3,66.0,47.0,1.0
5,11,00:01:53.967000,3419,A,,長球,,,B3,66,47,1,,,2,2,,A3,122.0,892.0,1.0
5,12,00:01:55.667000,3470,B,,長球,1.0,,A3,122,892,1,,,2,2,,B3,73.0,70.0,1.0
5,13,00:01:56.833000,3505,A,,切球,,,B3,73,70,1,,,2,2,,B1,352.0,586.0,2.0
5,14,00:01:57.733000,3532,B,,挑球,,,B1,352,586,2,,,2,2,,C2,358.0,84.0,1.0
5,15,00:01:58.533000,3556,A,,殺球,1.0,,C2,358,84,1,,,2,2,,C2,106.0,701.0,2.0
5,16,00:01:59.067000,3572,B,,擋小球,,1.0,C2,106,701,2,,,2,2,,A1,134.0,307.0,2.0
5,17,00:02:00.200000,3606,A,,放小球,,,A1,134,307,2,,,2,2,,A1,202.0,496.0,2.0
5,18,00:02:01.167000,3635,B,,放小球,,1.0,A1,202,496,2,,,2,2,,A1,189.0,447.0,2.0
5,19,00:02:01.933000,3658,A,,挑球,,1.0,A1,189,447,2,,,2,2,,A2,133.0,846.0,1.0
5,20,00:02:03.467000,3704,B,,殺球,1.0,,A2,133,846,1,,,2,2,,B2,77.0,174.0,2.0
5,21,00:02:03.900000,3717,A,,擋小球,,,B2,77,174,2,,,2,2,,C2,64.0,642.0,2.0
5,22,00:02:04.800000,3744,B,,放小球,,1.0,C2,64,642,2,,,2,2,,A1,145.0,360.0,2.0
5,23,00:02:05.767000,3773,A,,挑球,,1.0,A1,145,360,2,,,2,2,,A2,313.0,857.0,1.0
5,24,00:02:06.900000,3807,B,,切球,,,A2,313,857,1,,,2,2,,B1,107.0,337.0,2.0
5,25,00:02:07.833000,3835,A,,放小球,,,B1,107,337,2,,,2,2,,C1,91.0,510.0,2.0
5,26,00:02:08.800000,3864,B,,放小球,,1.0,C1,91,510,2,,,2,2,,B1,86.0,465.0,2.0
5,27,00:02:09.400000,3882,B,,掛網球,,,B1,86,465,2,未回擊成功,對手失誤,3,2,A,,,,
6,1,00:02:32.133000,4564,A,1.0,發小球,,1.0,A2,246,287,2,,,3,2,,A1,152.0,611.0,2.0
6,2,00:02:33,4590,B,,放小球,,,A1,152,611,2,,,3,2,,A1,293.0,353.0,2.0
6,3,00:02:33.967000,4619,A,,放小球,,1.0,A1,293,353,2,,,3,2,,A1,307.0,508.0,2.0
6,4,00:02:34.800000,4644,B,,挑球,,,A1,307,508,2,,,3,2,,A3,121.0,58.0,2.0
6,5,00:02:36.067000,4682,A,,切球,,,A3,121,58,2,,,3,2,,A1,108.0,625.0,2.0
6,6,00:02:36.733000,4702,B,,挑球,,1.0,A1,108,625,2,,,3,2,,B3,87.0,54.0,1.0
6,7,00:02:37.767000,4733,A,,長球,,,B3,87,54,1,,,3,2,,A2,135.0,832.0,1.0
6,8,00:02:39.133000,4774,B,,殺球,1.0,,A2,135,832,1,,,3,2,,C2,325.0,176.0,2.0
6,9,00:02:39.600000,4788,A,,擋小球,,1.0,C2,325,176,2,,,3,2,,B1,322.0,556.0,1.0
6,10,00:02:40.533000,4816,B,,放小球,,,B1,322,556,1,,,3,2,,C1,337.0,367.0,2.0
6,11,00:02:41.467000,4844,A,,挑球,,1.0,C1,337,367,2,,,3,2,,B3,346.0,880.0,1.0
6,12,00:02:42.900000,4887,B,,切球,,,B3,346,880,1,,,3,2,,A2,299.0,272.0,2.0
6,13,00:02:43.567000,4907,A,,放小球,,1.0,A2,299,272,2,,,3,2,,C1,99.0,516.0,2.0
6,14,00:02:44.533000,4936,B,,放小球,,1.0,C1,99,516,2,,,3,2,,A1,144.0,420.0,2.0
6,15,00:02:45.500000,4965,A,,挑球,,,A1,144,420,2,,,3,2,,A2,109.0,850.0,1.0
6,16,00:02:47.167000,5015,B,,長球,1.0,,A2,109,850,1,,,3,2,,A2,267.0,97.0,1.0
6,17,00:02:48.200000,5046,A,,殺球,1.0,,A2,267,97,1,,,3,2,,C2,69.0,679.0,2.0
6,18,00:02:48.900000,5067,B,,未擊球,,,C2,69,679,2,落地,殺球隱蔽,4,2,A,,,,
7,1,00:03:10.100000,5703,A,1.0,發小球,,1.0,A2,221,280,2,,,4,2,,A1,253.0,559.0,2.0
7,2,00:03:10.933000,5728,B,,挑球,,,A1,253,559,2,,,4,2,,B3,87.0,65.0,1.0
7,3,00:03:11.933000,5758,A,,切球,,,B3,87,65,1,,,4,2,,C2,93.0,693.0,2.0
7,4,00:03:12.367000,5771,B,,放小球,,1.0,C2,93,693,2,,,4,2,,A1,169.0,464.0,2.0
7,5,00:03:12.533000,5776,B,,掛網球,,,A1,169,464,2,未回擊成功,對手失誤,5,2,A,,,,
8,1,00:03:34.933000,6448,A,,發小球,,1.0,A2,235,277,2,,,5,2,,A1,166.0,569.0,2.0
8,2,00:03:35.700000,6471,B,,挑球,,1.0,A1,166,569,2,,,5,2,,A3,304.0,64.0,1.0
8,3,00:03:36.567000,6497,A,,殺球,1.0,,A3,304,64,1,,,5,2,,C2,84.0,751.0,2.0
8,4,00:03:37.200000,6516,B,,擋小球,,1.0,C2,84,751,2,,,5,2,,A2,150.0,286.0,2.0
8,5,00:03:38.200000,6546,A,,放小球,,1.0,A2,150,286,2,,,5,2,,C1,91.0,542.0,2.0
8,6,00:03:39.100000,6573,B,,挑球,,1.0,C1,91,542,2,,,5,2,,C3,343.0,46.0,1.0
8,7,00:03:40.733000,6622,A,,長球,,1.0,C3,343,46,1,,,5,2,,A3,277.0,883.0,1.0
8,8,00:03:42.267000,6668,B,,長球,,,A3,277,883,1,,,5,2,,A3,295.0,60.0,1.0
8,9,00:03:43.767000,6713,A,,長球,1.0,,A3,295,60,1,,,5,2,,A3,123.0,875.0,1.0
8,10,00:03:45.200000,6756,B,,切球,1.0,,A3,123,875,1,,,5,2,,B2,91.0,203.0,2.0
8,11,00:03:45.800000,6774,A,,放小球,,,B2,91,203,2,,,5,2,,C1,61.0,588.0,1.0
8,12,00:03:46.700000,6801,B,,撲球,,1.0,C1,61,588,1,,,5,2,,A2,162.0,171.0,1.0
8,13,00:03:47.033000,6811,A,,擋小球,,,A2,162,171,1,,,5,2,,A2,271.0,634.0,1.0
8,14,00:03:47.667000,6830,B,,放小球,,,A2,271,634,1,,,5,2,,C1,331.0,369.0,2.0
8,15,00:03:48.467000,6854,A,,放小球,,1.0,C1,331,369,2,,,5,2,,B1,339.0,522.0,2.0
8,16,00:03:49.333000,6880,B,,挑球,,,B1,339,522,2,,,5,2,,B3,83.0,48.0,1.0
8,17,00:03:51.233000,6937,A,,切球,,,B3,83,48,1,,,5,2,,B2,352.0,674.0,2.0
8,18,00:03:51.933000,6958,B,,放小球,,,B2,352,674,2,,,5,2,,A2,300.0,290.0,2.0
8,19,00:03:52.967000,6989,A,,放小球,,1.0,A2,300,290,2,,,5,2,,B1,316.0,535.0,2.0
8,20,00:03:53.900000,7017,B,,放小球,,,B1,316,535,2,,,5,2,,C1,336.0,400.0,2.0
8,21,00:03:54.767000,7043,A,,挑球,,1.0,C1,336,400,2,,,5,2,,B3,346.0,893.0,1.0
8,22,00:03:56.367000,7091,B,,切球,,,B3,346,893,1,,,5,2,,A1,294.0,331.0,2.0
8,23,00:03:57.367000,7121,A,,挑球,,1.0,A1,294,331,2,,,5,2,,B3,325.0,890.0,1.0
8,24,00:03:58.600000,7158,B,,長球,,,B3,325,890,1,,,5,2,,E3,404.0,2.0,2.0
8,25,00:04:00.233000,7207,A,,未擊球,,,E3,404,2,2,出界,對手失誤,6,2,A,,,,
9,1,00:04:19.300000,7779,A,1.0,發小球,,1.0,A2,209,263,2,,,6,2,,A1,257.0,576.0,2.0
9,2,00:04:20.033000,7801,B,,挑球,,1.0,A1,257,576,2,,,6,2,,A2,300.0,185.0,1.0
9,3,00:04:20.500000,7815,A,,擋小球,,1.0,A2,300,185,1,,,6,2,,C1,92.0,605.0,2.0
9,4,00:04:21.367000,7841,B,,挑球,,1.0,C1,92,605,2,,,6,2,,A2,141.0,83.0,1.0
9,5,00:04:22.333000,7870,A,,殺球,,,A2,141,83,1,,,6,2,,A2,296.0,726.0,2.0
9,6,00:04:22.733000,7882,B,,擋小球,,,A2,296,726,2,,,6,2,,A2,292.0,284.0,2.0
9,7,00:04:23.667000,7910,A,,放小球,,1.0,A2,292,284,2,,,6,2,,B1,316.0,550.0,2.0
9,8,00:04:24.567000,7937,B,,放小球,,,B1,316,550,2,,,6,2,,C1,318.0,428.0,2.0
9,9,00:04:25.433000,7963,A,,挑球,,1.0,C1,318,428,2,,,6,2,,C3,91.0,902.0,1.0
9,10,00:04:27.100000,8013,B,,切球,1.0,,C3,91,902,1,,,6,2,,A2,290.0,296.0,2.0
9,11,00:04:27.900000,8037,A,,放小球,,1.0,A2,290,296,2,,,6,2,,A1,200.0,549.0,2.0
9,12,00:04:28.933000,8068,B,,挑球,,1.0,A1,200,549,2,,,6,2,,C3,346.0,47.0,1.0
9,13,00:04:30.933000,8128,A,,切球,1.0,,C3,346,47,1,,,6,2,,B2,342.0,740.0,2.0
9,14,00:04:31.500000,8145,B,,挑球,,,B2,342,740,2,,,6,2,,A2,303.0,164.0,1.0
9,15,00:04:32.133000,8164,A,,擋小球,,1.0,A2,303,164,1,,,6,2,,C1,68.0,564.0,2.0
9,16,00:04:32.967000,8189,B,,放小球,,1.0,C1,68,564,2,,,6,2,,A1,182.0,406.0,2.0
9,17,00:04:33.933000,8218,A,,放小球,,1.0,A1,182,406,2,,,6,2,,A1,182.0,485.0,2.0
9,18,00:04:34.667000,8240,B,,挑球,,1.0,A1,182,485,2,,,6,2,,C4,329.0,-13.0,2.0
9,19,00:04:37.133000,8314,A,,未擊球,,,C4,329,-13,2,出界,對手失誤,7,2,A,,,,
10,1,00:04:57.700000,8931,A,1.0,發小球,,1.0,A2,234,283,2,,,7,2,,A1,130.0,608.0,2.0
10,2,00:04:58.367000,8951,B,,挑球,,,A1,130,608,2,,,7,2,,B3,76.0,56.0,1.0
10,3,00:04:59.500000,8985,A,,切球,,,B3,76,56,1,,,7,2,,B1,317.0,576.0,2.0
10,4,00:05:00.500000,9015,B,,放小球,,,B1,317,576,2,,,7,2,,E1,403.0,312.0,2.0
10,5,00:05:01.533000,9046,A,,未擊球,,,E1,403,312,2,出界,對手失誤,8,2,A,,,,
11,1,00:05:24,9720,A,1.0,發小球,,1.0,A2,223,273,2,,,8,2,,A1,264.0,626.0,2.0
11,2,00:05:24.867000,9746,B,,放小球,,,A1,264,626,2,,,8,2,,A1,311.0,355.0,2.0
11,3,00:05:25.767000,9773,A,,放小球,,1.0,A1,311,355,2,,,8,2,,A1,266.0,498.0,2.0
11,4,00:05:26.567000,9797,B,,挑球,,,A1,266,498,2,,,8,2,,A2,124.0,104.0,1.0
11,5,00:05:27.533000,9826,A,,平球,,,A2,124,104,1,,,8,2,,B2,328.0,730.0,1.0
11,6,00:05:28.333000,9850,B,,平球,,,B2,328,730,1,,,8,2,,C2,332.0,169.0,1.0
11,7,00:05:28.800000,9864,A,,擋小球,,1.0,C2,332,169,1,,,8,2,,A1,287.0,522.0,1.0
11,8,00:05:29.567000,9887,B,,撲球,,,A1,287,522,1,,,8,2,,A2,303.0,174.0,2.0
11,9,00:05:30.033000,9901,A,,挑球,,1.0,A2,303,174,2,,,8,2,,A2,281.0,733.0,1.0
11,10,00:05:30.900000,9927,B,,殺球,,,A2,281,733,1,,,8,2,,A2,215.0,112.0,2.0
11,11,00:05:31.200000,9936,A,,擋小球,,1.0,A2,215,112,2,,,8,2,,A1,116.0,515.0,1.0
11,12,00:05:32,9960,B,,放小球,,1.0,A1,116,515,1,,,8,2,,B1,74.0,352.0,2.0
11,13,00:05:32.967000,9989,A,,放小球,,,B1,74,352,2,,,8,2,,D1,404.0,544.0,2.0
11,14,00:05:34.267000,10028,B,,未擊球,,,D1,404,544,2,出界,對手失誤,8,3,B,,,,
12,1,00:06:01.533000,10846,B,1.0,發長球,,1.0,A2,184,641,2,,,8,3,,A2,288.0,80.0,1.0
12,2,00:06:02.433000,10873,A,,殺球,1.0,,A2,288,80,1,,,8,3,,A2,229.0,655.0,2.0
12,3,00:06:02.867000,10886,B,,擋小球,,,A2,229,655,2,,,8,3,,B2,90.0,238.0,2.0
12,4,00:06:03.800000,10914,A,,放小球,,,B2,90,238,2,,,8,3,,C1,70.0,575.0,2.0
12,5,00:06:04.733000,10942,B,,挑球,,1.0,C1,70,575,2,,,8,3,,A2,281.0,77.0,1.0
12,6,00:06:05.600000,10968,A,,殺球,1.0,,A2,281,77,1,,,8,3,,A2,289.0,721.0,2.0
12,7,00:06:06,10980,B,,擋小球,,,A2,289,721,2,,,8,3,,A1,277.0,325.0,2.0
12,8,00:06:06.933000,11008,A,,放小球,,1.0,A1,277,325,2,,,8,3,,C1,93.0,512.0,2.0
12,9,00:06:07.800000,11034,B,,放小球,,1.0,C1,93,512,2,,,8,3,,A1,119.0,428.0,2.0
12,10,00:06:08.667000,11060,A,,挑球,,,A1,119,428,2,,,8,3,,A2,193.0,858.0,1.0
12,11,00:06:10.733000,11122,B,,切球,1.0,,A2,193,858,1,,,8,3,,B2,45.0,221.0,2.0
12,12,00:06:11.467000,11144,A,,放小球,,,B2,45,221,2,,,8,3,,C1,71.0,578.0,2.0
12,13,00:06:12.367000,11171,B,,放小球,,1.0,C1,71,578,2,,,8,3,,B1,85.0,352.0,2.0
12,14,00:06:13.300000,11199,A,,放小球,,,B1,85,352,2,,,8,3,,C1,72.0,488.0,2.0
12,15,00:06:14,11220,B,,放小球,,1.0,C1,72,488,2,,,8,3,,B1,95.0,444.0,2.0
12,16,00:06:14.767000,11243,A,,挑球,,,B1,95,444,2,,,8,3,,A3,215.0,912.0,1.0
12,17,00:06:17.033000,11311,B,,切球,1.0,,A3,215,912,1,,,8,3,,A2,215.0,287.0,2.0
12,18,00:06:17.900000,11337,A,,放小球,,1.0,A2,215,287,2,,,8,3,,A1,174.0,487.0,2.0
12,19,00:06:18.933000,11368,B,,放小球,,1.0,A1,174,487,2,,,8,3,,A1,184.0,448.0,2.0
12,20,00:06:19.600000,11388,A,,挑球,,1.0,A1,184,448,2,,,8,3,,A2,310.0,654.0,1.0
12,21,00:06:21.900000,11457,B,,殺球,,,A2,310,654,1,,,8,3,,A2,243.0,138.0,2.0
12,22,00:06:22.167000,11465,A,,未擊球,,,A2,243,138,2,落地,前一球質量差,8,4,B,,,,
13,1,00:06:51.233000,12337,B,1.0,發小球,,1.0,A2,194,651,2,,,8,4,,B1,92.0,332.0,2.0
13,2,00:06:52,12360,A,,放小球,,,B1,92,332,2,,,8,4,,C1,79.0,537.0,2.0
13,3,00:06:52.867000,12386,B,,挑球,,1.0,C1,79,537,2,,,8,4,,B3,95.0,55.0,1.0
13,4,00:06:53.867000,12416,A,,平球,,,B3,95,55,1,,,8,4,,C2,83.0,698.0,1.0
13,5,00:06:54.367000,12431,B,,平球,,1.0,C2,83,698,1,,,8,4,,B2,64.0,197.0,1.0
13,6,00:06:55.033000,12451,A,,平球,,,B2,64,197,1,,,8,4,,C2,71.0,682.0,1.0
13,7,00:06:55.667000,12470,B,,挑球,,1.0,C2,71,682,1,,,8,4,,B2,86.0,76.0,1.0
13,8,00:06:56.767000,12503,A,,切球,,,B2,86,76,1,,,8,4,,C1,107.0,617.0,2.0
13,9,00:06:57.367000,12521,B,,挑球,,1.0,C1,107,617,2,,,8,4,,B2,84.0,86.0,1.0
13,10,00:06:58.200000,12546,A,,長球,,,B2,84,86,1,,,8,4,,C2,93.0,841.0,1.0
13,11,00:06:59.467000,12584,B,,殺球,1.0,,C2,93,841,1,,,8,4,,C2,379.0,160.0,2.0
13,12,00:07:00.167000,12605,A,,未擊球,,,C2,379,160,2,落地,殺球落點佳,8,5,B,,,,
14,1,00:07:19.467000,13184,B,1.0,發小球,,1.0,A2,186,638,2,,,8,5,,A1,267.0,312.0,2.0
14,2,00:07:20.200000,13206,A,,放小球,,1.0,A1,267,312,2,,,8,5,,B1,332.0,537.0,2.0
14,3,00:07:21.133000,13234,B,,放小球,,,B1,332,537,2,,,8,5,,A1,307.0,414.0,2.0
14,4,00:07:22.067000,13262,A,,挑球,,1.0,A1,307,414,2,,,8,5,,A2,237.0,845.0,1.0
14,5,00:07:24.067000,13322,B,,殺球,,,A2,237,845,1,,,8,5,,B2,84.0,188.0,2.0
14,6,00:07:24.533000,13336,A,,防守回挑,,,B2,84,188,2,,,8,5,,C2,91.0,663.0,1.0
14,7,00:07:25.067000,13352,B,,撲球,,,C2,91,663,1,,,8,5,,A2,135.0,127.0,2.0
14,8,00:07:25.500000,13365,A,,防守回挑,,,A2,135,127,2,,,8,5,,A2,289.0,728.0,1.0
14,9,00:07:26.133000,13384,B,,擋小球,,,A2,289,728,1,,,8,5,,A1,282.0,315.0,2.0
14,10,00:07:26.867000,13406,A,,放小球,,1.0,A1,282,315,2,,,8,5,,A1,309.0,508.0,2.0
14,11,00:07:27.667000,13430,B,,放小球,,,A1,309,508,2,,,8,5,,C1,315.0,415.0,2.0
14,12,00:07:28.567000,13457,A,,挑球,,1.0,C1,315,415,2,,,8,5,,A2,303.0,855.0,1.0
14,13,00:07:30.067000,13502,B,,殺球,,,A2,303,855,1,,,8,5,,B2,79.0,242.0,2.0
14,14,00:07:30.633000,13519,A,,擋小球,,,B2,79,242,2,,,8,5,,A1,108.0,463.0,2.0
14,15,00:07:31.367000,13541,A,,掛網球,,,A1,108,463,2,未回擊成功,殺球強勁,8,6,B,,,,
15,1,00:08:26.033000,15181,B,1.0,發小球,,1.0,A2,193,645,2,,,8,6,,A1,137.0,317.0,2.0
15,2,00:08:26.800000,15204,A,,挑球,,1.0,A1,137,317,2,,,8,6,,C2,101.0,853.0,1.0
15,3,00:08:27.933000,15238,B,,殺球,1.0,,C2,101,853,1,,,8,6,,A2,108.0,154.0,2.0
15,4,00:08:28.333000,15250,A,,擋小球,,,A2,108,154,2,,,8,6,,A3,133.0,15.0,2.0
15,5,00:08:29.133000,15274,A,,未過網,,,A3,133,15,2,未回擊成功,對手失誤,8,7,B,,,,
16,1,00:08:45.167000,15755,B,1.0,發小球,,1.0,A2,177,652,2,,,8,7,,A1,290.0,345.0,2.0
16,2,00:08:45.767000,15773,A,,放小球,,1.0,A1,290,345,2,,,8,7,,C1,84.0,551.0,2.0
16,3,00:08:46.567000,15797,B,,挑球,,1.0,C1,84,551,2,,,8,7,,B2,66.0,80.0,2.0
16,4,00:08:47.767000,15833,A,,長球,,,B2,66,80,2,,,8,7,,B2,320.0,825.0,1.0
16,5,00:08:48.833000,15865,B,,殺球,,,B2,320,825,1,,,8,7,,D2,21.0,170.0,2.0
16,6,00:08:49.433000,15883,A,,未擊球,,,D2,21,170,2,落地,對手失誤,9,7,A,,,,
17,1,00:09:05.767000,16373,A,1.0,發小球,,1.0,A2,237,284,2,,,9,7,,A1,142.0,558.0,2.0
17,2,00:09:06.500000,16395,B,,放小球,,,A1,142,558,2,,,9,7,,A1,131.0,411.0,2.0
17,3,00:09:07.300000,16419,A,,挑球,,,A1,131,411,2,,,9,7,,A3,203.0,874.0,1.0
17,4,00:09:09.500000,16485,B,,切球,,,A3,203,874,1,,,9,7,,A2,225.0,245.0,1.0
17,5,00:09:09.967000,16499,A,,撲球,,1.0,A2,225,245,1,,,9,7,,C2,91.0,696.0,2.0
17,6,00:09:10.467000,16514,B,,擋小球,,1.0,C2,91,696,2,,,9,7,,A1,134.0,324.0,2.0
17,7,00:09:11.300000,16539,A,,放小球,,,A1,134,324,2,,,9,7,,C1,79.0,543.0,2.0
17,8,00:09:12.133000,16564,B,,放小球,,1.0,C1,79,543,2,,,9,7,,B1,97.0,407.0,2.0
17,9,00:09:13.067000,16592,A,,放小球,,,B1,97,407,2,,,9,7,,C1,87.0,492.0,2.0
17,10,00:09:13.800000,16614,B,,挑球,,1.0,C1,87,492,2,,,9,7,,A1,119.0,469.0,2.0
17,11,00:09:13.833000,16615,B,,掛網球,,,A1,119,469,2,未回擊成功,對手失誤,10,7,A,,,,
18,1,00:09:41.300000,17439,A,1.0,發小球,,1.0,A2,216,277,2,,,10,7,,A1,278.0,580.0,2.0
18,2,00:09:42,17460,B,,挑球,,,A1,278,580,2,,,10,7,,A2,120.0,124.0,1.0
18,3,00:09:42.733000,17482,A,,殺球,,,A2,120,124,1,,,10,7,,C2,88.0,716.0,2.0
18,4,00:09:43.133000,17494,B,,防守回挑,,1.0,C2,88,716,2,,,10,7,,A2,243.0,153.0,1.0
18,5,00:09:43.833000,17515,A,,切球,,1.0,A2,243,153,1,,,10,7,,A1,117.0,587.0,2.0
18,6,00:09:44.733000,17542,B,,放小球,,1.0,A1,117,587,2,,,10,7,,A1,123.0,377.0,2.0
18,7,00:09:45.767000,17573,A,,放小球,,,A1,123,377,2,,,10,7,,C1,105.0,488.0,1.0
18,8,00:09:46.533000,17596,B,,撲球,,1.0,C1,105,488,1,,,10,7,,A2,148.0,269.0,2.0
18,9,00:09:46.933000,17608,A,,未擊球,,,A2,148,269,2,落地,小球質量差,10,8,B,,,,
19,1,00:10:14.333000,18430,B,1.0,發小球,,1.0,A1,196,624,2,,,10,8,,A1,151.0,339.0,2.0
19,2,00:10:15.033000,18451,A,,挑球,,,A1,151,339,2,,,10,8,,A3,292.0,864.0,1.0
19,3,00:10:16.033000,18481,B,,殺球,,,A3,292,864,1,,,10,8,,B2,100.0,188.0,2.0
19,4,00:10:16.567000,18497,A,,擋小球,,,B2,100,188,2,,,10,8,,C2,71.0,641.0,2.0
19,5,00:10:17.300000,18519,B,,放小球,,1.0,C2,71,641,2,,,10,8,,A1,174.0,339.0,2.0
19,6,00:10:18.067000,18542,A,,挑球,,1.0,A1,174,339,2,,,10,8,,C2,88.0,852.0,1.0
19,7,00:10:19.300000,18579,B,,切球,1.0,,C2,88,852,1,,,10,8,,B2,72.0,213.0,2.0
19,8,00:10:19.933000,18598,A,,放小球,,,B2,72,213,2,,,10,8,,C1,85.0,574.0,1.0
19,9,00:10:20.667000,18620,B,,撲球,,1.0,C1,85,574,1,,,10,8,,A2,145.0,162.0,2.0
