unique_id,rally,ball_round,time,frame_num,player,server,type,around_head,backhand,hit_area,hit_x,hit_y,hit_height,lose_reason,win_reason,roundscore_A,roundscore_B,getpoint_player,landing_area,landing_x,landing_y,landing_height,flying_time,now_right_x,now_right_y,now_left_x,now_left_y,next_right_x,next_right_y,next_left_x,next_left_y,right_delta_x,right_delta_y,left_delta_x,left_delta_y,right_x_speed,right_y_speed,right_speed,left_x_speed,left_y_speed,left_speed,avg_ball_speed,left_right_distance,hitting_area_number_1,hitting_area_number_2,hitting_area_number_3,hitting_area_number_4,landing_area_number_1,landing_area_number_2,landing_area_number_3,landing_area_number_4
2018-Indonesia_open-finals-1-2,4,5,00:07:20.300000,13208,B,,擋小球,,,A1,174,361,2.0,,,6,2,,A1,177.0,504.0,2.0,1000.0,291,-244,301,-244,326.0,-172.0,327.0,614.0,40.0,70.0,40.0,70.0,36.0,110.74999999999999,116.45412186779822,33.5,110.74999999999999,115.70571507060487,0.9285903294779673,10.0,0,0,0,1,0,1,0,0
2018-Indonesia_open-finals-1-2,4,6,00:07:21.100000,13234,A,,放小球,,1.0,A1,177,504,2.0,,,6,2,,A1,264.0,434.0,1.0,0.0,326,-172,327,614,435.0,-687.0,435.0,-687.0,70.0,40.0,20.0,90.0,14.249999999999998,28.499999999999996,31.863968679372,5.5,37.25,37.65385106466535,0.27460881267723364,786.000636132058,0,1,0,0,0,0,0,1
2018-Indonesia_open-finals-1-2,4,7,00:07:21.800000,13255,B,,撲球,,1.0,A1,264,434,1.0,,,6,2,,B2,251.0,684.0,2.0,1000.0,435,-687,435,-687,383.0,-58.0,349.0,763.0,0.0,70.0,10.0,90.0,15.0,171.75,172.40377751081905,2.75,157.25,157.27404426668755,0.6589569409301339,0.0,0,0,0,1,1,0,0,0
2018-Indonesia_open-finals-1-2,4,8,00:07:22.100000,13264,A,,擋小球,,,A2,251,684,2.0,,,6,2,,E2,447.0,311.0,,1000.0,383,-58,349,763,495.0,0.0,446.0,-58.0,50.0,60.0,30.0,50.0,11.25,38.5,40.1100049862874,14.249999999999998,21.25,25.585640504001454,0.03501785258978626,821.7037178934996,1,0,0,0,0,0,0,1
2018-Indonesia_open-finals-1-2,4,9,00:07:23.300000,13300,B,,未擊球,,,E1,447,311,,出界,預測對手球路,6,3,B,,,,,1000.0,495,0,446,-58,428.0,-212.0,292.0,848.0,10.0,70.0,50.0,50.0,37.25,18.25,41.48041706637,6.25,18.75,19.764235376052373,0.1142147100858729,75.92759709091287,0,0,0,1,1,0,0,0
2018-Indonesia_open-finals-1-2,5,1,00:07:24.600000,13338,A,1.0,發小球,,,A2,191,664,2.0,,,7,3,,A2,243.0,317.0,2.0,1000.0,428,-212,292,848,346.0,-73.0,421.0,-133.0,10.0,0.0,0.0,10.0,24.75,0.0,24.75,2.5,52.24999999999999,52.3097744212303,0.11785796536509528,1068.6889163830604,1,0,0,0,0,0,0,1
2018-Indonesia_open-finals-1-2,5,2,00:07:25.400000,13362,B,,放小球,,1.0,A1,243,317,2.0,,,7,3,,B1,234.0,518.0,2.0,1000.0,346,-73,421,-133,329.0,-212.0,282.0,639.0,70.0,60.0,40.0,80.0,5.75,21.0,21.772976369803004,21.5,38.0,43.66062299143245,0.12997788273394822,96.04686356149273,0,0,0,1,0,1,0,0
2018-Indonesia_open-finals-1-2,5,3,00:07:26.100000,13384,A,,放小球,,,A1,234,518,2.0,,,7,3,,A1,239.0,414.0,2.0,1000.0,329,-212,282,639,323.0,-157.0,335.0,-285.0,50.0,60.0,70.0,10.0,8.75,46.0,46.82480645982426,8.25,90.25,90.62629309422293,0.09480638164174393,852.2968966269912,0,1,0,0,0,0,0,1
2018-Indonesia_open-finals-1-2,5,4,00:07:27,13410,B,,挑球,,1.0,A1,239,414,2.0,,,7,3,,A4,183.0,908.0,1.0,1000.0,323,-157,335,-285,294.0,-396.0,249.0,1000.0,20.0,30.0,80.0,70.0,7.000000000000001,109.25,109.47402659992002,40.5,58.25,70.9458420205159,0.348209706929603,128.56126943990557,0,0,0,1,0,1,0,0
2018-Indonesia_open-finals-1-2,5,5,00:07:28.500000,13455,A,,殺球,,,A3,183,908,1.0,,,7,3,,B3,76.0,189.0,2.0,1000.0,294,-396,249,1000,295.0,-594.0,173.0,-518.0,80.0,70.0,20.0,0.0,23.0,45.75,51.20607874071202,12.0,65.0,66.09841147864296,0.23229776150449663,1396.7250982208345,0,1,0,0,0,0,0,1
2018-Indonesia_open-finals-1-2,5,6,00:07:29.100000,13473,B,,擋小球,,,B2,76,189,2.0,,,7,3,,A1,97.0,517.0,2.0,1000.0,295,-594,173,-518,202.0,-579.0,201.0,740.0,60.0,20.0,80.0,60.0,23.499999999999996,85.5,88.670739254841,7.000000000000001,66.5,66.86740611089981,0.61157174558673,143.7358688706476,0,0,0,1,0,1,0,0
2018-Indonesia_open-finals-1-2,5,7,00:07:30,13501,A,,放小球,,,C1,97,517,2.0,,,7,3,,B1,99.0,350.0,2.0,0.0,202,-579,201,740,201.0,-252.0,201.0,-252.0,20.0,30.0,80.0,90.0,13.0,45.75,47.56114485585897,18.0,92.25,93.9896935839244,0.27618110000505103,1319.0003790750025,0,1,0,0,0,0,0,1
2018-Indonesia_open-finals-1-2,5,8,00:07:30.900000,13526,B,,挑球,,,B1,99,350,2.0,,,7,3,,A3,90.0,868.0,1.0,2000.0,201,-252,201,-252,254.0,-396.0,129.0,1109.0,0.0,30.0,20.0,20.0,5.0,31.75,32.14128964431888,4.5,14.499999999999998,15.182226450688976,0.09443119188064926,0.0,0,0,0,1,1,0,0,0
2018-Indonesia_open-finals-1-2,5,9,00:07:32.300000,13568,A,,殺球,,,C2,90,868,1.0,,,7,3,,F2,-25.0,196.0,2.0,0.0,254,-396,129,1109,181.0,-379.0,183.0,-310.0,10.0,10.0,40.0,60.0,10.25,57.25,58.16033871978395,9.0,39.0,40.024992192379,,1510.182108224038,1,0,0,0,0,0,0,1
2018-Indonesia_open-finals-1-2,5,10,00:07:32.900000,13588,B,,擋小球,,,D2,-25,196,2.0,,,7,3,,B2,62.0,201.0,,0.0,181,-379,183,-310,295.0,-625.0,93.0,1265.0,40.0,30.0,20.0,40.0,28.499999999999996,45.75,53.900950826492846,30.5,28.499999999999996,41.743262929483606,0.0948370312694361,69.02897942168927,0,0,0,1,1,0,0,0
2018-Indonesia_open-finals-1-2,5,11,00:07:32.700000,13582,A,,未擊球,,,B2,62,201,,未回擊成功,殺球精準,8,3,A,,,,,4000.0,295,-625,93,1265,295.0,-196.0,305.0,-196.0,30.0,0.0,80.0,40.0,8.25,55.0,55.615308144430884,94.5,19.0,96.39113029734634,0.07258271144012188,1900.764056899225,1,0,0,0,0,0,0,1
2018-Indonesia_open-finals-1-2,6,1,00:07:36.500000,13696,B,1.0,發長球,,,A2,187,256,2.0,,,9,6,,B4,329.0,900.0,1.0,2000.0,295,-196,305,-196,328.0,-405.0,471.0,1189.0,30.0,50.0,30.0,50.0,18.25,86.25,88.15965630604511,18.25,86.25,88.15965630604511,0.23509241681612028,10.0,0,0,0,1,1,0,0,0
2018-Indonesia_open-finals-1-2,6,2,00:07:38.500000,13756,A,,殺球,,,B3,329,900,1.0,,,9,6,,A2,285.0,211.0,2.0,1000.0,328,-405,471,1189,368.0,-541.0,378.0,-541.0,0.0,80.0,80.0,30.0,10.0,32.0,33.52610922848042,18.0,119.24999999999999,120.60083954931658,0.35046397817750113,1600.401512121255,1,0,0,0,0,0,0,1
2018-Indonesia_open-finals-1-2,6,3,00:07:39.100000,13772,B,,擋小球,,1.0,A2,285,211,2.0,,,9,6,,B1,299.0,518.0,2.0,0.0,368,-541,378,-541,368.0,-277.0,399.0,712.0,20.0,80.0,0.0,70.0,12.0,137.0,137.5245432641025,12.5,149.25,149.77253586689383,1.1491862338193928,10.0,0,0,0,1,0,1,0,0
2018-Indonesia_open-finals-1-2,6,4,00:07:39.800000,13795,A,,放小球,,,A1,299,518,2.0,,,9,6,,A1,261.0,418.0,2.0,1000.0,368,-277,399,712,320.0,7.0,328.0,56.0,10.0,90.0,60.0,40.0,17.25,22.25,28.15359657308458,23.499999999999996,28.499999999999996,36.93913913452776,0.13017104132640256,989.485725010725,0,1,0,0,0,0,1,0
2018-Indonesia_open-finals-1-2,6,5,00:07:40.600000,13818,B,,挑球,,1.0,A1,261,418,2.0,,,9,6,,A3,127.0,856.0,1.0,1000.0,320,7,328,56,299.0,-188.0,305.0,826.0,90.0,90.0,10.0,0.0,42.75,182.75,187.68357679882382,44.75,195.0,200.06889438390965,0.5170021491466184,49.64876634922564,0,0,1,0,1,0,0,0
2018-Indonesia_open-finals-1-2,6,6,00:07:41.700000,13850,A,,長球,1.0,,A2,127,856,1.0,,,9,6,,B4,103.0,16.0,1.0,2000.0,299,-188,305,826,149.0,-724.0,149.0,-724.0,60.0,0.0,10.0,80.0,38.5,145.0,150.024164720221,5.25,4.5,6.914658342969665,0.2887615798543844,1014.0177513239105,1,0,0,0,0,0,0,1
2018-Indonesia_open-finals-1-2,6,7,00:07:43,13889,B,,殺球,,,B3,103,16,1.0,,,9,6,,A2,146.0,721.0,2.0,0.0,149,-724,149,-724,145.0,-768.0,326.0,844.0,80.0,60.0,80.0,0.0,17.0,151.5,152.45081173939352,29.499999999999996,120.0,123.5728530058281,1.1018130512931854,0.0,0,0,0,1,0,0,1,0
2018-Indonesia_open-finals-1-2,6,8,00:07:43.300000,13900,A,,擋小球,,1.0,A2,146,721,2.0,,,9,6,,B2,100.0,313.0,2.0,1000.0,145,-768,326,844,217.0,-118.0,267.0,-244.0,50.0,60.0,60.0,50.0,43.75,116.5,124.44401351611897,14.000000000000002,31.25,34.24269995196057,0.3172703894157159,1622.129772860359,0,0,1,0,0,0,0,1
2018-Indonesia_open-finals-1-2,6,9,00:07:44.300000,13928,B,,挑球,,,B1,100,313,2.0,,,9,6,,B3,301.0,875.0,1.0,1000.0,217,-118,267,-244,320.0,-302.0,382.0,969.0,90.0,50.0,90.0,10.0,47.25,58.75,75.39313629237081,34.75,27.25,44.16021965525081,0.23765521244020718,135.55810562264435,0,0,0,1,1,0,0,0
2018-Indonesia_open-finals-1-2,6,10,00:07:45.400000,13963,A,,殺球,,,A3,301,875,1.0,,,9,6,,yy,336.0,191.0,2.0,1000.0,320,-302,382,969,406.0,-353.0,406.0,-353.0,70.0,80.0,10.0,30.0,19.25,2.0,19.353617232961906,5.25,14.249999999999998,15.186342548487442,0.1095673308974897,1272.511296609975,1,0,0,0,0,0,0,1
